"id","rt_id","user_id","review","rating"
db6871a2-5426-4971-869b-4656c87a07b0,"930eeb34-e3d9-45e0-81c7-ef5c8b6d768c",XjcC8RP2v5eWNy1dnjfjVWozs1r1,"kualitas bagus, kiriman cepat, hargnya murah",5
"07b5f574-41ff-4917-aaa6-914a2c92df4f","4a49c800-cb31-45cb-ad89-769191f4d11e",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,jelek,1
c1bcc5e6-0987-4c58-af2b-29049ca46819,"772c417d-9856-4795-811f-a65cf6abc9d8",DF0qe2AVtHbSuI4GSNq5BS5kVi63,barang sesuai permintaan n kedatangan sesuai estimasi,5
a8134475-b6d5-44ee-8863-334948336265,"2074b064-6d80-45a6-a4bc-b8227f782ba6",V5FgAoGjkTMTDn7QeVLop58t1XR2,barang bagus dan layanan bagus,5
"3ec3e317-5e26-47b9-a917-f2f7162bdbbb","74ec236f-5fd4-4925-91c8-b36fdfd90e31",JM0ACCkdDldG95EFbDG6r8hTM8q2,"Sudah sampai kak. okey barangnya , warna bagus , kualitas bagus dan tidak berbau , anti slip juga kayak nya . Thanks lah ya.. :)",5
"1d397d65-ec24-4d18-a3c8-d60062676fe1","3c713a66-c0f2-4ac0-8ff9-d5c428c6052c",JM0ACCkdDldG95EFbDG6r8hTM8q2,bagus sesuai deskripsi,5
f346157c-86dd-44cb-9270-634b8102643a,e0bc088e-c6b7-4046-b3aa-753342f6f718,V5FgAoGjkTMTDn7QeVLop58t1XR2,"Respon dan pengiriman cepat, prduk ok, harga juga relatif murah� thx ya",5
"2c9eceaf-6ed5-4ef9-99b9-261212432726",c0f33302-156e-42ee-a7d2-72896cc61080,ExX1Zp5dTGdY54h3ENuW36I15Fq1,"cepet bgt sampai, packing termat sangat aman dan TDK bocor, bubble wrap tebellll sekali, blm dicoba semoga bermanfaat dengan baik",5
bc97f237-8861-4757-90b3-32c66d04436d,"1c3b5919-c6bc-49a3-a55f-7c3cacc9d079",ExX1Zp5dTGdY54h3ENuW36I15Fq1,"dikirimnya cepat dan super duper rapih ,terima kasih",5
b7663e91-8000-46b1-8630-dbbe3b0938c0,"3984d44c-8f73-47b3-b9f9-c090993b5e97",XkmmZwdvYNbpFSW8bOKzn5FCGvA3,"Packing sangat baik. Buble warp sangat tebal. Pengemasan cepat, pengiriman kurir standar. Produk masih segel. Exp msh lama. Terima kasih.",5
"4732335b-8161-4462-a2d3-1a733f099af3","15186213-bd25-417a-bac9-8a9026d71506",ZWPKKeyXgRMYMqkyok2Vjqpihf13,"terima kasih, produk telah diterima dengan baik. pengiriman cepat, packaging baik.",5
"291d1940-e8ee-4291-afaa-65815c886a74",aaea10d9-3a87-44c1-9b54-75618e84d786,ExX1Zp5dTGdY54h3ENuW36I15Fq1,"produknya ok sangat bermanfaat utk mrnjaga dan merawat kebersihan anabul, sudah langganan beli .. terimakasih seller",5
f86a4fa4-7a93-4988-b43b-7c21cd21274f,"38a51959-6eec-4913-a67f-92f1d0bb1199",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,"Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",1
"6248e201-946a-46b3-a94c-ff489291a8b0","7a085279-d808-444c-931b-9b547500b61f",NgNDTSxKEeV4nzODnak4iOGp6pu1,"Respon seller dan pengiriman cepat, paket aman, produk baru dicoba dan blm bener� tau efektif atau ngga, botol aman gak bocor dan sprayernya bagus. Thanks a lot seller!",5
b89dee6d-40d7-4910-8ae8-019292adeb30,"760706bc-10ec-4d41-b164-fc1c45bb29dc",ExX1Zp5dTGdY54h3ENuW36I15Fq1,barang cepat sampai dlm keadaan baik,5
b1648d61-060a-4662-b65e-65b621532995,e6d17dba-a07b-4da4-b57b-f56892f818d0,XjcC8RP2v5eWNy1dnjfjVWozs1r1,"Selalu puas belanja disini, udah ketiga kalinya beli disini. Pengiriman cepat, respon cepat.",5
"3a30eab8-caa1-4b27-8586-800775376597",dec1aedd-960f-4e77-ac7e-c39924dd4542,DMfvXxksAubICeFJ40Jb5IRsaeM2,"Pengiriman cepat, barang aman..tidak bocor, seller fast respons",5
"09770cac-ee55-4d71-ac54-9c2290fb5ba3","49d5edc9-2de2-4039-8f1f-5268f0f2a994",ewfwHeAgl4ckVGnINSJNiHZYLPh2,"Desinfektan yg baguss seperti ulasan videonya, respon penjual baik dan cepat, pengiriman cepat.. thank you Seller ??",5
"4dc44404-3ac3-4e66-a568-9a117721fc74",cbc45d42-75d2-45af-9b61-0b98054d58ba,ZWPKKeyXgRMYMqkyok2Vjqpihf13,mantap...wangi...udah beli beberapa kali. Aman juga untuk hewan...,5
"0a5e6380-ca19-406e-a449-28bdbd5128f5","8e78643f-e7a3-434b-a249-4c7c801b6d66",ewfwHeAgl4ckVGnINSJNiHZYLPh2,"Barang sudah sampai dan ikannya masih sehat dan selamat,makasih",5
"8c862191-e72e-4a4a-9bca-c3d2ce4bf5f5","127b3b8d-1743-4645-8016-da3f9966f519",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,mendarat dgn selamat dan ikannya bagus,5
d3ab28ee-d269-41ad-b909-94ce32ca0629,b8b55ff1-8bd2-4abb-a682-c9a66e3ba8af,J7l0KeXZcmYuii5NqnwiTnz7cf13,"Kondisi ikan cupang sehat, dan dipacking dengan rapi dan apik.",5
"9828d306-09a5-4a23-84bc-ae6ff06a0322","6c449717-7dcd-4d29-b873-58a7b33bf706",ewfwHeAgl4ckVGnINSJNiHZYLPh2,"Recommended!. Barang sesuai, seller gercep, pengemasan mantap banget",5
ea9d8411-94c7-4b77-ad69-66974d0a2971,ec360669-de84-4bf3-ad95-b67879567fa7,XjcC8RP2v5eWNy1dnjfjVWozs1r1,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",1
"0e1bfc68-d057-402d-987b-b997ba760a1c","91fbfdb9-2a60-479b-b80d-8a57b520e74f",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",5
"3e6685bc-e202-4588-827e-8fe3e21c69da","297f20fd-b065-413b-8185-ef886bb735d8",JM0ACCkdDldG95EFbDG6r8hTM8q2,Harga murah deh. Packing aman banget dilapisi bubble wrap yang sangat tebal juga dus yang tebal.,5
"522faa67-701f-448e-bc03-e9825de9aef3","000046d7-85cc-4dc2-a12f-de2a3704ab1a",XjcC8RP2v5eWNy1dnjfjVWozs1r1,"pengiriman cepet banget, packing aman banget.. pokoknya mantab",5
"52483e71-d80a-4409-8c27-c5b4a0b83486",d82d64ef-4836-46f8-bd37-3543d1e635ba,ExX1Zp5dTGdY54h3ENuW36I15Fq1,"Muantaap tepat waktu, packing memuaskan tks.??",5
dde42947-7b4b-427e-bd01-af07eaf3ba1e,a5695e76-7e99-4c24-aadb-06576637ae22,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Barangnya ternyata berkualitas walaupun harganya cukup miring - warnanya pun bagus, gak kelihatan kayak barang murah - puassss",5
"40e82704-e079-4e0a-a150-68f774415cab",ebfd1d1f-abe9-4ca5-ae6f-2db8a3bc640f,"4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,1
bc545c44-ab0a-48d3-bca0-181e97a98a59,"78391efb-1c78-45b0-9169-33a72d8be5c4",DMfvXxksAubICeFJ40Jb5IRsaeM2,"Seller komunikatif, produk Bahannya bagus, warnanya jg keren, pengiriman tepat waktu, instalasi mudah. Packaging sangat aman box dan dikasih buble wrap. Thanks jg bonusnya.",5
"3e9033b1-345d-4c34-bbf6-7bdd40fb0c70",ec22bcd5-7302-4c85-8840-7dadbe2f7fb5,ewfwHeAgl4ckVGnINSJNiHZYLPh2,packing sangat aman..ada kardus dan bubble jadi barang sampai dengan selamat..dikasih bonus tempat mkn pula..makasiihhhhhh,5
c05a4815-187e-4a2f-80e9-1368c047bfce,"05bbe625-7126-4af4-bfd5-86056ce705f2",V5FgAoGjkTMTDn7QeVLop58t1XR2,"Barang oke, packaging juga aman.... mantap lah",5
"2952d222-c289-4e1c-9de1-80c0f76565fb","6dd6e2cd-3637-47ec-8412-ce392c5c5c0f",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Pembelian keranjang kargo kucing ke 3, ga pernah ga puas beli di sini, harga terbaik, seller fast response dan packing nya juara.. aman banget pake kardus segala.. badabest lah, dapet bonus pula",5
ee9aab82-ecf7-4a1d-a5e2-c2667e5c2e4f,f2b6ad32-27ae-4ed8-9b50-592d37e59578,hDJOcnOfE4aEJT6sDdJSaYEcqty1,produknya bagus. sesuai dengan harapan,5
f6d5da17-5dd1-44b2-bdbb-15caa0d2af51,c6ebd18d-95e5-4bfb-82ff-97c5af5a2e7f,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",1
"6b06b5ea-7f85-40ac-8023-95d743a05a0c","2ebbc28f-426b-4a2c-b07a-1ce52c4fea5e","4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Kualitas underpad buruk tdk sesuai harga.,1
a41a7e91-8f01-40a9-8356-c5b6478bf303,"61eff9af-bd3e-4e50-bb77-1fc86b4c6836",ZWPKKeyXgRMYMqkyok2Vjqpihf13,Paking tidak rapih jebol,1
cd0f78fa-25e1-4279-a191-e54ea931840b,"4c48e2b9-2dea-40f8-891a-2e02f34e0c8a",ZWPKKeyXgRMYMqkyok2Vjqpihf13,udah kesobek makanan kucing nya alot,1
"82970a41-20ee-46d8-8239-559e278deaf9","4e590756-2a77-4dcf-9981-1351f821dcd3",JM0ACCkdDldG95EFbDG6r8hTM8q2,"semprotannya tidak berfungsi, sangat mengecewakan",2
ba799835-2df4-4646-9172-31a8d9fb8355,ba008b09-b651-4687-ab0f-36047734b093,rizX0THPSqWIN651qAgAwKOjFaL2,gak mempan,3
ace4ff2a-157b-435a-88ed-0e887513a124,"0d689fc1-d697-4c24-bf95-19e3b99dbf73",JM0ACCkdDldG95EFbDG6r8hTM8q2,Tidak pengaruh,3
e458cba3-56c4-4a6e-a9cc-2aeda2bfe919,"20e15c42-cfc7-492e-b5f4-a64c1b64b3ff",f673otlb7QaO724971yL9oMVTcZ2,"warna tidak sesuai dengan gambar , daya serap nya buruk cendrung tidak menyerap air , parah kecewa saya , kualitasnya makin memburuk , tidak sama seperti pas awal order Wood pellet disini",1
"0d9ba1f0-aedf-4c24-b07f-727dc1139506",a21f044e-14ef-471f-8e34-5ab46fd081c4,y4TOqSFLXtacjUX7MMsxH8XT0D03,"Nga sesuai yg di harapkan, pingin yg kecil2 jd besar dan cenderung kasar jd nya",1
"8a72cbb4-246d-4876-9ba7-201f41e7d9cc","8138b298-27fc-424d-8748-503363adb339","4H8LzTrrO9ZwVNPSFB4mOR1VPl32","Pelayanannya yang sangat mengecewakan , padahal gojek instant , tp besoknya baru dikirim , di chat balasnya lama bangett , no rekomen kl yg buru2",1
"17cca7a8-9579-4041-95c4-ff275efd58da","60c6b16b-6577-44f9-9b64-a516088c2a1e",OFt6HkGGNcfL1TXYmOxbHr01cxT2,keras banget dan ukuran nya gede :( jadi nya dikit banget,1
fcbb1679-fb1a-4866-a92a-f1b55146f6af,"25cfebc2-ea99-406c-980b-2ee068ba9ab2",ewfwHeAgl4ckVGnINSJNiHZYLPh2,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",1
c1447e08-70d4-400c-ad0f-748ce23461e7,"569a6e86-bbfb-4eaa-9bc8-5c5e46ff4d58",rizX0THPSqWIN651qAgAwKOjFaL2,"pengiriman sangat lamaaa, tdk ada pemberitahuan & chat tdk di respon",3
"10b6ec2a-d640-4a67-9e00-72963f368ffd",a417e20b-cd4c-416b-ba95-ffef8bbeff1e,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,"pas pesan lupa cantumkan warna, lgs chat ke penjual nya request warna seblm di kirim. chat cuma di baca, ga di respon, kirim ikan nya warna putih polos. kecewa belanja disini, udah mahal, malah kirim yg jarang org mau...kecewa",1
d0bb00dd-8f58-4a77-8f30-8cef5d79f692,"1ed155ad-139e-4ae4-bb1c-e323e2dda03a",ewfwHeAgl4ckVGnINSJNiHZYLPh2,Ikannya mati jadi saya kecewa ah,1
"2bd9265c-69f5-4704-84ca-3dd87a933b38","94632000-c406-4527-8d50-9ac01d997de6",V5FgAoGjkTMTDn7QeVLop58t1XR2,"tidak sesuai pesanan, pesan warna merah putih yg dikirim, warna lain",1
"0f0f1072-8d07-461c-bad7-6c5c0acf48a9",fca4925c-467f-49a0-aebc-d36a52111d44,"4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Cupang tidak sesuai gambar,1
f1e9793a-8e8a-499d-bc21-f2144c18ccf6,e25c262f-e329-4c68-935a-8f13e32e24ee,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,"barang tidak sesuai di iklan padahal saya memberi pesan saya melalui catatan pada penjual, saya pesan yang nomor ikan cupang sekian ada dlm catatan",1
bce6dba4-bef0-435c-ac54-76994a7b8237,c62f7d0e-6b9d-4210-a9ad-2741869e3287,"4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Kura kuranya tidak mulus,1
"7017ffe2-8d73-46d1-a415-8f7d12c46221",dd352912-aff5-44df-be68-fac32274aabe,hDJOcnOfE4aEJT6sDdJSaYEcqty1,"kecewa, respon tokonya lama....pengiriman sameday, order sebelum jam 12 malah di kirim besoknya, di chat dari pagi dijawab malam. Kapok",1
"88d7fb7e-93f1-4215-b490-adff9d14d8f6","9b4b5fe2-9cad-47cc-a2a3-8a06dea1dc6d",OFt6HkGGNcfL1TXYmOxbHr01cxT2,Sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s*c**at dan penjual tidak fast response.,1
"47397c86-2083-4aab-bee6-4a10cdc86572",f463f2f6-fbaa-41ec-a5a6-8d45f46a41ef,gb6V5uGeZSSrGwWlpKS1d6BXv242,kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,1
be460791-8c8e-4f6a-8ef9-eb77c6c5ab83,"8ee36ebd-884b-4a19-9fd5-e6978d06ca85",XjcC8RP2v5eWNy1dnjfjVWozs1r1,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",1
d2372d92-a3b2-405f-9e32-80609f4dc282,"41bea8fd-6d7c-4d7a-979d-d6572ae4988f",J7l0KeXZcmYuii5NqnwiTnz7cf13,kecewa makanan yg di kirim kurang 1,1
"7e5e6ade-02d6-401b-9c46-8b2c8ec97552","58258601-f530-4fac-bc07-4781e69f9e54",DMfvXxksAubICeFJ40Jb5IRsaeM2,"kecewa gw belanja di sini gak amanah seller nya gw pesen 3 yg di kirim cuma 2 gak seberapa sih harga nya tapi gak jujur yg jual nya, moga berkah aja dah lu dagang dari hasil gak jujur??",1
c1fe1f71-e40d-4154-b46c-7d05236a3f2b,"12df3ef2-5162-42a5-aa34-2be4e7bcf276",NgNDTSxKEeV4nzODnak4iOGp6pu1,"respone lambat, packing lama, kirim lama mengecewakan, padahal dalam 1 kota yg hanya 30 menit sampe, di saller lain setelah fix transaksi 30 menit sampe, ini nunggu sampe 4 jam.. toko payah, chat customer responenya lambat.. kapok ga akan belanja lagi",1
"162e219c-9b42-4818-ac66-bf2fff5e617c",d82d64ef-4836-46f8-bd37-3543d1e635ba,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",1
a85d3416-7886-4cec-abc5-1bdd6d51cb1b,"363fdd20-62c3-4725-9a8c-26746da7c466",ewfwHeAgl4ckVGnINSJNiHZYLPh2,"maaf saya kasih bintang 1 karena penilaian saya tergantung efektifitas produk yg saya beli ,ini gada efek sama sekali udh smpe hbis saya pakainya",1
"82b6a1cd-3958-4724-a20d-9982d5802dff","53919fd6-6180-4996-a9fb-72b4739b8518",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,tidak berfungsi sama sekali.. produk nya.. kutu tetap masih ada&tidak mati.. kecewa saya tdk sesuai speak nya,1
"73310b6a-c515-427d-a72a-a373fbb8179e","12c328de-17ff-457d-b277-16815c083ce6",ewfwHeAgl4ckVGnINSJNiHZYLPh2,krn obatnyatdk mempan basmi kutu nya sdh 3 x pakai malahmakin banyak,1
"5d01fc03-82dc-4853-8fdb-30929a927432","1d022493-4104-494b-8365-e95e7731c585","4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Cuma nambah gatel aja kasian liat kucingku:�),2
f9a86f37-2ba2-4bc1-b1d6-9d682d0f83ac,d7da0dc8-e0c2-47d2-9b6d-53733164cca4,DMfvXxksAubICeFJ40Jb5IRsaeM2,barang tdk di packing...hanya pake kantong plastik dan kaleng nya pd rusak semua....pengiriman sangat lama...saya sangat kecewa dan tdk akan belanja di toko ini.....parah sekali service nya,1
bbd4fdd1-3527-4668-af7a-e4b3809f3ae7,eb56d177-5fc6-4de0-a2c0-7ee62d846a26,"4H8LzTrrO9ZwVNPSFB4mOR1VPl32",barang tdk sesuai dg pesanan...klu tdk ada barang nya jng dgabti sm yg lainnya...sangat kecewa...,1
e7bb1978-be7a-4580-ba1c-271cbf5d69bf,"28354d5e-f948-41b5-8d6d-ceff8aed8bf9",rizX0THPSqWIN651qAgAwKOjFaL2,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,1
a72669ea-0367-4d1b-b8d4-843c74e798ee,"88f09e10-9377-4ffa-a359-a05f10da3b4d",rizX0THPSqWIN651qAgAwKOjFaL2,"saya kecewa , sudah sering banget beli disini tapi packingan nya rusak . bolong bolong kayak dimakan tikus . ga mungkin banget kalau ini pecah dijalan . bisa minta retur ga soalnya ga layak banget",1
"1554a1c6-916d-4adb-b4a9-5a4c2a7496d0","2de02bb0-4c8c-48f0-bade-4b72480335b8",f673otlb7QaO724971yL9oMVTcZ2,"Sangat Kecewa,, beli 3 Pcs dan kemasan semuanya bolong sperti d gigit tikus",1
a6c39720-118b-4b9e-a2b7-3a4c622d2a38,"284268d9-81a6-4950-a725-fc734da7367c",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,Minta yg bentuk ikan eee malah diksh yg bentuk donat.... kucing sy gak mau yg bentuk donat.... kecewa sy..,1
"13d6d7d4-b754-4c7d-9cfd-53362bc01d88","11bb1fc5-53fe-47df-ae61-a0ece4e1bdd1",XjcC8RP2v5eWNy1dnjfjVWozs1r1,"Minta yg bentuk donat yang dateng ikan, alhasil kucing tidak doyan ,mubazir deh tidak terpakai..",1
"51dad3b7-df20-4d7b-b9d5-4007e8fa757b","70c65635-4fe8-4e4f-998d-b278974bbd4e",OFt6HkGGNcfL1TXYmOxbHr01cxT2,saya pesan yg donat sudah lewat SMS tapi yg dikirim yg ikan saya kecewa sebab kucing saya gak doyan.....saya udah bilang gak apa-apa pakai kantong polos ... saya kecewaaaaaa,1
"044c8893-402c-45b6-a1ec-77f5b698cbd5","89239632-5433-41f6-90b3-a9a97bd50222",iUsn07i7eQPIQmq5YoRNfCj4WO02,"Tetap kecewa, barang yang sampai ke kostumer sudah bocor. walau alasannya rusak di ekpedisinya ckck",1
fe006af2-5a59-49a5-91bf-4f8fc365d686,"5e544d4d-4c91-4a62-9dd1-86ae09bee6e1",ZWPKKeyXgRMYMqkyok2Vjqpihf13,beli 4 pack (4kg). yg dikirim cuma 3 pack (3kg). kecewa.,1
f5217dbf-3127-41c6-afe5-88df1638b7a4,"9221c341-3580-4b51-9f94-b323188d9546",f673otlb7QaO724971yL9oMVTcZ2,"Sudah dua Kali belanja d tolong Billy buat saya kecewa, pengirimannya lama sekali 2-3 Hari. padahal hanya wilayah Jakarta tidak sampai luar Kota. Minta tolong dong pilih kurir yang cepat,",1
"4455a7ab-c0c0-4579-bbb8-17aac6abf7f4",b33568fe-03fe-4f8d-8251-97dddf4ef4ee,DMfvXxksAubICeFJ40Jb5IRsaeM2,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,1
f6aa3246-d125-4c84-b7ea-fee6ad34cc72,"98d435d2-5bf9-4ac5-b8dc-bf8b114501a3",DMfvXxksAubICeFJ40Jb5IRsaeM2,seller sangat slow respon. pengiriman lama. baru kali ini ada yg sy kasih bintang 1. bukan krn barangnya tapi respon sellernya,1
"6991d3e6-1738-402e-b74e-60e98ef10549","18fbea9e-44d1-425f-8374-858ff9741c80",y4TOqSFLXtacjUX7MMsxH8XT0D03,"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...",1
"168e0276-9a99-46c0-a2bd-399e82d5c4b7",a82cabc8-0051-48f7-a755-3ea2275b7023,y4TOqSFLXtacjUX7MMsxH8XT0D03,jangan samain packing kura� sama ikan!!,1
"27bb71d6-3663-46ee-a828-3a73b27e7a6a","128fd4f6-5852-4acd-8433-45437d657774",J7l0KeXZcmYuii5NqnwiTnz7cf13,"chat ga di baca pdhl online, salah pengiriman tp ga ada tanggung jawab sama sekali. kaka mau ak doain bangkrut ga tokonya? lain kali jangan kek gitu lah GA BERKAH NANTI REJEKINYA!",1
"6bdec040-553b-45aa-8b1d-4b922498271c","7e4f9abb-1b1a-47e5-aa99-005e8b4d3d3c",XjcC8RP2v5eWNy1dnjfjVWozs1r1,"SANGAT KECEWA ..!!! INI REAL YG SAYA ALAMI ... SILAHKAN BACA CHAT SAYA DGN SELLER INI SEBELUM MEMBELI, BARANG DIKIRIM TIDAK SESUAI PESANAN, SUDAH DIRETUR, TAPI CERDIKNYA SELLER TIDAK MENGIRIMKAN PESANAN SAYA YG SEHARUSNYA SAYA PESAN.. SUDAH 15 HARIII LHOO GUYS..UANG TIDAK KEMBALI, BARANG PUN TIDAK SAMPAI.. HAHA..SILAHKAN SAJA JIKA SELLER SANGGUP BAWA KE AKHIRAT.. SEMOGA KALIAN TIDAK TERTIPU SEPERTI SAYA..",1
"516d2873-b7d3-4fca-abc7-99e2e2d1ebc5","0fd3397b-a856-4128-ae7f-34f08bb45f9c",J7l0KeXZcmYuii5NqnwiTnz7cf13,"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",1
"078b98d4-6ecf-4f7a-8577-6b6315c6a3cc","7530bea1-3192-4177-9950-9dc546b01f60",V5FgAoGjkTMTDn7QeVLop58t1XR2,barang dibilang ready. ga taunya ga dikirim..maen refund aja.,1
b5a48104-2e53-415e-bfa0-824592ebfbcb,"0433e74b-3664-41f8-8524-bcf1384231e8",f673otlb7QaO724971yL9oMVTcZ2,"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu",1
"00530e22-f31e-4cdf-a42c-0fbd1b475fef","472de0ae-e2d9-483d-a748-cb4d6102c036",hDJOcnOfE4aEJT6sDdJSaYEcqty1,Yg beli wiskas junior bau bangke.. kucing gk pd doyan,1
