"id","created_by","approved_by","logo_url","name","description","value","last_updated","updated_by","created_at","field","is_approved","is_active","is_archived","location","email","line","twitter","whatsapp","instagram","website"
b1ca1f98-761c-4488-860d-be47f9ae826f,ewfwHeAgl4ckVGnINSJNiHZYLPh2,ewfwHeAgl4ckVGnINSJNiHZYLPh2,,Toko E,Lighting Kit with Backdrop - LD-TZ11A,NaN,2023-12-19 14:34:24.668,ewfwHeAgl4ckVGnINSJNiHZYLPh2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"12eb6561-e3c5-4376-af58-f17952063958","4H8LzTrrO9ZwVNPSFB4mOR1VPl32","4H8LzTrrO9ZwVNPSFB4mOR1VPl32",,Toko E,Softbox Foto Studio Lighting Kit Youtube Vlog LD-TZ07A,NaN,2023-12-19 14:34:24.668,"4H8LzTrrO9ZwVNPSFB4mOR1VPl32",2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
ebd938ba-9811-4d0a-a172-cf6538ff4458,NgNDTSxKEeV4nzODnak4iOGp6pu1,NgNDTSxKEeV4nzODnak4iOGp6pu1,,Toko E,Softbox Reflektor Photography Foto Studio Lighting Kit,NaN,2023-12-19 14:34:24.668,NgNDTSxKEeV4nzODnak4iOGp6pu1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"8f3e5dd4-eda1-4ac9-a9e0-f6388040b66b",XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko K,Flash Diffuser Lighting Softbox Studio Photography Light Ball 65 cm,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"929debbb-b9bf-46e2-9f3d-d1e5d27b307b",XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko L,Portrait Foto Studio Lighting Kit Youtube Vlog - VL-9004,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
eed9066c-5c24-4600-a969-d2921a4e6ce5,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko D,Kabel Data Charger L Gaming Type C Micro USB Lightning Fast Charging,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
c26786a0-1c1b-4819-8d73-4cc4239576a3,f673otlb7QaO724971yL9oMVTcZ2,f673otlb7QaO724971yL9oMVTcZ2,,Toko L,Portrait Foto Studio Day Lighting Kit with Backdrop LD-TZ25,NaN,2023-12-19 14:34:24.668,f673otlb7QaO724971yL9oMVTcZ2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
a08c44d0-354f-4c25-a4ff-63f970562728,XjcC8RP2v5eWNy1dnjfjVWozs1r1,XjcC8RP2v5eWNy1dnjfjVWozs1r1,,Toko L,Photography Foto Studio Lightning Kit Youtube Vlog - D-HZ7,NaN,2023-12-19 14:34:24.668,XjcC8RP2v5eWNy1dnjfjVWozs1r1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
df2689e5-fdcf-4176-b843-3adb42d2dd08,f673otlb7QaO724971yL9oMVTcZ2,f673otlb7QaO724971yL9oMVTcZ2,,Toko G,Paket LED studio 204 video lighting youtube vlog,NaN,2023-12-19 14:34:24.668,f673otlb7QaO724971yL9oMVTcZ2,2023-12-19 14:34:24.668,Lighting,true,true,true,Bandung,,,,,,
a1381a0d-7e6b-492a-af76-bbfc1da6cda1,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko I,Paket lighting 6 Led slim Dmx 512 par 54 led Rgbw,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
ba752b1a-9e68-42de-9948-ff3601ff23e5,ZWPKKeyXgRMYMqkyok2Vjqpihf13,ZWPKKeyXgRMYMqkyok2Vjqpihf13,,Toko L,Foto Studio Lighting Kit with Backdrop - LD-TZ11A,NaN,2023-12-19 14:34:24.668,ZWPKKeyXgRMYMqkyok2Vjqpihf13,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"63d56a90-96bc-425d-8bc7-b4e55bf75372",ExX1Zp5dTGdY54h3ENuW36I15Fq1,ExX1Zp5dTGdY54h3ENuW36I15Fq1,,Toko E,Lampu Studio LED Bi-color Dimmable Lighting 30W with Remote,NaN,2023-12-19 14:34:24.668,ExX1Zp5dTGdY54h3ENuW36I15Fq1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"6a26d681-4e75-4c19-bc97-d633eddba13d",hDJOcnOfE4aEJT6sDdJSaYEcqty1,hDJOcnOfE4aEJT6sDdJSaYEcqty1,,Toko E,Lampu Flash Studio Video Photography Lighting 3 in 1 Color 300W,NaN,2023-12-19 14:34:24.668,hDJOcnOfE4aEJT6sDdJSaYEcqty1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
e84cf925-48cc-44d3-bf5e-82fd944a9af4,DF0qe2AVtHbSuI4GSNq5BS5kVi63,DF0qe2AVtHbSuI4GSNq5BS5kVi63,,Toko E,Stand Tripod 4 Section 180cm Studio Lighting FXFZ01,NaN,2023-12-19 14:34:24.668,DF0qe2AVtHbSuI4GSNq5BS5kVi63,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"3af5c7db-9a27-4140-b759-df9a2dbf68ab",ExX1Zp5dTGdY54h3ENuW36I15Fq1,ExX1Zp5dTGdY54h3ENuW36I15Fq1,,Toko E,Portrait Foto Studio Lighting Kit Youtube Vlog - VL-9004,NaN,2023-12-19 14:34:24.668,ExX1Zp5dTGdY54h3ENuW36I15Fq1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"1dd9179d-731c-48a6-b724-ce3a1a4f90a6",DMfvXxksAubICeFJ40Jb5IRsaeM2,DMfvXxksAubICeFJ40Jb5IRsaeM2,,Toko E,Lighting Softbox Foto Studio Kit with Backdrop,NaN,2023-12-19 14:34:24.668,DMfvXxksAubICeFJ40Jb5IRsaeM2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"5eb5557d-7181-41a8-8c04-cc02db00d224",XjcC8RP2v5eWNy1dnjfjVWozs1r1,XjcC8RP2v5eWNy1dnjfjVWozs1r1,,Toko M,Casell Ultra thin LED-396AS Professional LED Video Photo Lighting,NaN,2023-12-19 14:34:24.668,XjcC8RP2v5eWNy1dnjfjVWozs1r1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
adfbcddc-b8f5-4a5c-9486-6f2a94e05f3a,ExX1Zp5dTGdY54h3ENuW36I15Fq1,ExX1Zp5dTGdY54h3ENuW36I15Fq1,,Toko M,Nanlite Compac 100 Dimmable 5600K Slim Soft Lighting Studio LED Panel,NaN,2023-12-19 14:34:24.668,ExX1Zp5dTGdY54h3ENuW36I15Fq1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"4b8c847a-a907-45ed-adab-edecce481ae1",ExX1Zp5dTGdY54h3ENuW36I15Fq1,ExX1Zp5dTGdY54h3ENuW36I15Fq1,,Toko M,Nanlite 1200CSA Bicolor LED Panel Lighting Video Professional,NaN,2023-12-19 14:34:24.668,ExX1Zp5dTGdY54h3ENuW36I15Fq1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"95ca936c-dadc-4c4b-994a-4d2466c7aa8e",f673otlb7QaO724971yL9oMVTcZ2,f673otlb7QaO724971yL9oMVTcZ2,,Toko M,Casell Ultra thin LED-396A Bi Color Professional Video Photo Lighting,NaN,2023-12-19 14:34:24.668,f673otlb7QaO724971yL9oMVTcZ2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"02d06412-34a8-4f32-a00c-67ce458cf011",J7l0KeXZcmYuii5NqnwiTnz7cf13,J7l0KeXZcmYuii5NqnwiTnz7cf13,,Toko M,Nanlite Forza 300 LED Monolight Continuos Lighting Video,NaN,2023-12-19 14:34:24.668,J7l0KeXZcmYuii5NqnwiTnz7cf13,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
c274cedb-a607-42a7-a7ed-e33f114c6bea,DMfvXxksAubICeFJ40Jb5IRsaeM2,DMfvXxksAubICeFJ40Jb5IRsaeM2,,Toko M,Casell Ultra thin LED-396 Daylight Professional Video Photo Lighting,NaN,2023-12-19 14:34:24.668,DMfvXxksAubICeFJ40Jb5IRsaeM2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"1e336e7c-4722-4def-94de-f38b6cb3d39d","4H8LzTrrO9ZwVNPSFB4mOR1VPl32","4H8LzTrrO9ZwVNPSFB4mOR1VPl32",,Toko M,Nanlite Compac 100B Bi-Color Slim Soft Lighting Studio LED Panel,NaN,2023-12-19 14:34:24.668,"4H8LzTrrO9ZwVNPSFB4mOR1VPl32",2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"920cb74b-61de-48a1-8ec9-c2788c2822bb",rizX0THPSqWIN651qAgAwKOjFaL2,rizX0THPSqWIN651qAgAwKOjFaL2,,Toko M,Nanlite MixPad 27 Tunable RGB Hard and Soft LED Panel Lampu - Lighting,NaN,2023-12-19 14:34:24.668,rizX0THPSqWIN651qAgAwKOjFaL2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"01df0aa0-c281-49db-a9b1-bd7ce7a10a80",y4TOqSFLXtacjUX7MMsxH8XT0D03,y4TOqSFLXtacjUX7MMsxH8XT0D03,,Toko M,Nanlite MixWand 18 RGB Hard and Soft LED Lighting Painting Wand Lampu,NaN,2023-12-19 14:34:24.668,y4TOqSFLXtacjUX7MMsxH8XT0D03,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"489c058a-069d-4e65-8fd1-c47f270dc9ba",OFt6HkGGNcfL1TXYmOxbHr01cxT2,OFt6HkGGNcfL1TXYmOxbHr01cxT2,,Toko M,Nanlite Forza 60 LED Monolight Daylight Lighting Kamera Video,NaN,2023-12-19 14:34:24.668,OFt6HkGGNcfL1TXYmOxbHr01cxT2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
fac483db-8061-43d1-8d33-53f4d3732e8b,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,,Toko E,Photography Foto Studio Lightning Kit Youtube Vlog - D-HZ7,NaN,2023-12-19 14:34:24.668,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"28b8a6f2-f0e9-402b-a544-526ac4d9f858",DMfvXxksAubICeFJ40Jb5IRsaeM2,DMfvXxksAubICeFJ40Jb5IRsaeM2,,Toko D,Photography Foto Studio Lightning Kit Youtube Vlog - D-HZ7,NaN,2023-12-19 14:34:24.668,DMfvXxksAubICeFJ40Jb5IRsaeM2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
"566a6b36-d457-4ccf-9717-b7b78ebf2fee",DMfvXxksAubICeFJ40Jb5IRsaeM2,DMfvXxksAubICeFJ40Jb5IRsaeM2,,Toko D,Portrait Foto Studio Lighting Kit Youtube Vlog - LD-TZ07A,NaN,2023-12-19 14:34:24.668,DMfvXxksAubICeFJ40Jb5IRsaeM2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
a24bc76e-4b58-42ca-8732-d2ebde8c0ecf,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko E,Lighting Kit Foto Studio Day with Backdrop LDTZ30,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
b5c979c6-ade5-4edf-89fa-c138093793de,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko B,EZMODE Studio Lighting Stand + 4 Socket Softbox 60x80cm with Grid,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
"787f0507-3a91-455a-8881-c24589b10863",DMfvXxksAubICeFJ40Jb5IRsaeM2,DMfvXxksAubICeFJ40Jb5IRsaeM2,,Toko A,VYATTA BULLET LIGHTNING iPhone IOS Cable - Kabel Data FAST CHARGE,NaN,2023-12-19 14:34:24.668,DMfvXxksAubICeFJ40Jb5IRsaeM2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Timur,,,,,,
ceae3949-ba87-42fc-ace2-c9af49be7a8b,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,,Toko A,VYATTA AUTO Cable - Kabel Data Smart Disconnect Lightning,NaN,2023-12-19 14:34:24.668,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Timur,,,,,,
c6da25d0-8cc9-4d11-a50c-944397277384,DF0qe2AVtHbSuI4GSNq5BS5kVi63,DF0qe2AVtHbSuI4GSNq5BS5kVi63,,Toko B,EZMODE Studio Lighting Stand + 4 Socket Octagon Softbox 80cm with Grid,NaN,2023-12-19 14:34:24.668,DF0qe2AVtHbSuI4GSNq5BS5kVi63,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
d9dd7c25-9237-4884-91e5-165ac14a1c49,XjcC8RP2v5eWNy1dnjfjVWozs1r1,XjcC8RP2v5eWNy1dnjfjVWozs1r1,,Toko B,NICEFOTO Studio Kit Portable / Photo Box 40x40 with Lighting,NaN,2023-12-19 14:34:24.668,XjcC8RP2v5eWNy1dnjfjVWozs1r1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
"6f73969a-1d90-4cd1-8801-a8784f947e40",hDJOcnOfE4aEJT6sDdJSaYEcqty1,hDJOcnOfE4aEJT6sDdJSaYEcqty1,,Toko B,NICEFOTO Heavy Duty Boom Arm LS-07 with Stand for Lighting Studio,NaN,2023-12-19 14:34:24.668,hDJOcnOfE4aEJT6sDdJSaYEcqty1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
bad48be1-0ef8-4a1b-84e0-a15f32ec2d3f,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,,Toko M,Nanlite Mira 26B Dual Flex Arm Beauty Lighting - Lampu Make up,NaN,2023-12-19 14:34:24.668,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
e8935507-992e-4fea-9784-f3d21d7e6a51,OFt6HkGGNcfL1TXYmOxbHr01cxT2,OFt6HkGGNcfL1TXYmOxbHr01cxT2,,Toko M,Nanlite Forza 60B Bi-Color LED Monolight Lighting Kamera Video,NaN,2023-12-19 14:34:24.668,OFt6HkGGNcfL1TXYmOxbHr01cxT2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"331ce050-8b4c-4b48-b90b-83f76b3fb137",gb6V5uGeZSSrGwWlpKS1d6BXv242,gb6V5uGeZSSrGwWlpKS1d6BXv242,,Toko L,"1 SET TRIPOD 2.8M + LAMPU PROFESSIONAL LIGHTING SOLUTION 400W SOFT BALL LIGHT FLASH LAMPU STUDIO",NaN,2023-12-19 14:34:24.668,gb6V5uGeZSSrGwWlpKS1d6BXv242,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
a98d81e2-dd42-45a9-b1cb-e9e051746d33,hDJOcnOfE4aEJT6sDdJSaYEcqty1,hDJOcnOfE4aEJT6sDdJSaYEcqty1,,Toko M,Nanlite Compac 20 Daylight Slim Soft Lighting Studio LED Panel Lampu,NaN,2023-12-19 14:34:24.668,hDJOcnOfE4aEJT6sDdJSaYEcqty1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
bcf373ad-6fca-46ca-93b6-136920ff8259,DMfvXxksAubICeFJ40Jb5IRsaeM2,DMfvXxksAubICeFJ40Jb5IRsaeM2,,Toko M,Nanlite Forza 500 LED Monolight Continuos Lighting - Lampu Video,NaN,2023-12-19 14:34:24.668,DMfvXxksAubICeFJ40Jb5IRsaeM2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
f93b6618-1358-4b5a-8225-ad0caa650930,NgNDTSxKEeV4nzODnak4iOGp6pu1,NgNDTSxKEeV4nzODnak4iOGp6pu1,,Toko M,Nanlite Compac 200B Bi-Color Slim Soft Lighting Studio LED Panel Video,NaN,2023-12-19 14:34:24.668,NgNDTSxKEeV4nzODnak4iOGp6pu1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
fd350ad1-83a1-4bdf-8a29-80870b82c56e,JM0ACCkdDldG95EFbDG6r8hTM8q2,JM0ACCkdDldG95EFbDG6r8hTM8q2,,Toko M,Nanlite LumiPad 11 Bi-Color Soft LED Panel Lighting - Lampu Video,NaN,2023-12-19 14:34:24.668,JM0ACCkdDldG95EFbDG6r8hTM8q2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"0bf767fa-a89f-45ab-bf68-c9e3d65d7057",J7l0KeXZcmYuii5NqnwiTnz7cf13,J7l0KeXZcmYuii5NqnwiTnz7cf13,,Toko M,Aputure MC RGBWW LED Light - Amaran Lampu Video Lighting,NaN,2023-12-19 14:34:24.668,J7l0KeXZcmYuii5NqnwiTnz7cf13,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
cf8c861b-c4a3-46c0-90ce-348091229703,OFt6HkGGNcfL1TXYmOxbHr01cxT2,OFt6HkGGNcfL1TXYmOxbHr01cxT2,,Toko M,Casell LED-330RC DayLight CRI 95 Video Lighting LED - Lampu Kamera,NaN,2023-12-19 14:34:24.668,OFt6HkGGNcfL1TXYmOxbHr01cxT2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
c221023c-3898-4080-96b9-8a56e798f85c,V5FgAoGjkTMTDn7QeVLop58t1XR2,V5FgAoGjkTMTDn7QeVLop58t1XR2,,Toko B,EZMODE Orion 80x LED Video Lighting 80W - 7200LM 3000-6500K,NaN,2023-12-19 14:34:24.668,V5FgAoGjkTMTDn7QeVLop58t1XR2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
"7df59bbf-f500-4b5d-a721-c76d1b90e6d9",hDJOcnOfE4aEJT6sDdJSaYEcqty1,hDJOcnOfE4aEJT6sDdJSaYEcqty1,,Toko B,PORTABLE PHOTO BOX 40X40 WITH LIGHTING - NICE FOTO STUDIO KIT,NaN,2023-12-19 14:34:24.668,hDJOcnOfE4aEJT6sDdJSaYEcqty1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
c029a0d4-da91-4db9-8f8b-e54a8250d2ed,hDJOcnOfE4aEJT6sDdJSaYEcqty1,hDJOcnOfE4aEJT6sDdJSaYEcqty1,,Toko D,RS232 to RS485 RS422 Converter with TVS Lightning protection PW02,NaN,2023-12-19 14:34:24.668,hDJOcnOfE4aEJT6sDdJSaYEcqty1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
"85e056c7-d005-42c0-82cc-6f2455dbc2a9",XjcC8RP2v5eWNy1dnjfjVWozs1r1,XjcC8RP2v5eWNy1dnjfjVWozs1r1,,Toko D,RS232 to RS485 RS422 Active converter ESD Surge lightning protect PW03,NaN,2023-12-19 14:34:24.668,XjcC8RP2v5eWNy1dnjfjVWozs1r1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Utara,,,,,,
a3b77bc3-8795-4b9b-bbf0-6ad63d012e36,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,,Toko B,Oraimo EasyLine 2 Kabel Data Iphone Lightning/ Type C/ Micro Usb Cable 2A Fast & Durable OCD-113 adalah kabel data Lightning untuk Iphone/ Micro Usb /,NaN,2023-12-19 14:34:24.668,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
"45613c0f-ace9-4d39-a178-ec1698b36b8a",f673otlb7QaO724971yL9oMVTcZ2,f673otlb7QaO724971yL9oMVTcZ2,,Toko M,Nanlite 600CSA Bicolor LED Panel Lighting Video Professional,NaN,2023-12-19 14:34:24.668,f673otlb7QaO724971yL9oMVTcZ2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
e8049f70-d330-41ec-92ad-65fe48375167,ExX1Zp5dTGdY54h3ENuW36I15Fq1,ExX1Zp5dTGdY54h3ENuW36I15Fq1,,Toko M,Casell LED M-200AI Portable LED Video Lighting Vlog with Power Bank,NaN,2023-12-19 14:34:24.668,ExX1Zp5dTGdY54h3ENuW36I15Fq1,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
da3ae523-91b4-4f53-86b1-71cbaffd5340,ZWPKKeyXgRMYMqkyok2Vjqpihf13,ZWPKKeyXgRMYMqkyok2Vjqpihf13,,Toko M,Casell LED-330ARC Bi-Color CRI 95 Video Lighting LED - Lampu Kamera,NaN,2023-12-19 14:34:24.668,ZWPKKeyXgRMYMqkyok2Vjqpihf13,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
a587d8df-ff67-4a79-8b1c-78c33f2c98c9,J7l0KeXZcmYuii5NqnwiTnz7cf13,J7l0KeXZcmYuii5NqnwiTnz7cf13,,Toko N,PULUZ 40 x 40cm Mini Photo Studio Box Lightbox Photography Softbox LED Photo Lighting 1.007.0011,NaN,2023-12-19 14:34:24.668,J7l0KeXZcmYuii5NqnwiTnz7cf13,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Barat,,,,,,
f692cca9-2e1d-4530-877e-a7d7a00ffeb6,ewfwHeAgl4ckVGnINSJNiHZYLPh2,ewfwHeAgl4ckVGnINSJNiHZYLPh2,,Toko M,Nanlite Forza 200 Daylight LED Monolight Continuos Lighting Video,NaN,2023-12-19 14:34:24.668,ewfwHeAgl4ckVGnINSJNiHZYLPh2,2023-12-19 14:34:24.668,Lighting,true,true,true,Jakarta Pusat,,,,,,
